act_id,name_m,name_o,name_a,act_birthday,constel,blood_type,height,weight,BWH,homeplace,job,hobby
196,藤本結衣,"藤本结衣 , Yui Fujimoto", ゆいち ,1995-01-22,水瓶座,O,158,0,B83 W59 H87,日本 东京都,歌手,电视剧、漫画、料理
197,小澤らいむ,Raimu Ozawa,,1993-04-27,金牛座,O,160,0,B93(G) W58 H86,日本 兵库县,写真偶像,逗猫、游戏、Cosplay
198,牧野結美,"牧野结美 , Yumi Makino",,1990-01-18,魔羯座,B,165,0,,日本 大阪府,播音员、主持人,收集北欧餐具、瑜珈、网球
199,今永さな,"今永纱奈 , Sana Imanaga ",,1996-02-09,水瓶座,,164,0,B89(G) W58 H88,日本 长野县,艾薇女优,泡温泉
200,星咲くるみ,"星咲久留美 , Kurumi Hoshizaki",,1991-05-29,双子座,B,148,0,B86(D) W61 H83,日本 大阪府,写真偶像,古典芭蕾
201,砂月馨,Kei Saduki,,1993-03-16,双鱼座,A,173,0,B95(F) W66 H93,日本 东京都,Coser,角色扮演
202,早川実季,"早川实季 , Miki Hayakawa",,1991-12-06,射手座,,167,0,B76 W58 H87,日本 爱知县,模特,书道
203,本郷杏奈,"本乡杏奈 , Anna Hongo",,1991-10-17,天秤座,O,165,0,,日本 北海道,写真偶像,
204,中水あゆみ,"中水步美 , Ayumi Nakamizu",,1987-08-31,处女座,B,163,0,B96(H) W60 H96,日本 千叶县,歌手、模特、俳优,作词、电影
205,畠山愛理,"畠山爱理 , Airi Hatakeyama",,1994-08-16,狮子座,O,170,46,,日本 东京都,运动员、体操选手,体操
206,二宮芽生,"二宫芽生 , Meu Ninomiya",,1992-07-20,巨蟹座,O,158,0,B83 W58 H87,日本 冲绳县,演员,戏剧、美食、唱歌、钢琴、料理、水彩画
207,さくらみゆき,"樱美雪 , Miyuki Sakura",,1996-12-01,射手座,AB,155,0,B83(C) W58 H89,日本 岐阜县,艾薇女优,网篮
208,朝比奈祐未,Yumi Asahina,,1993-12-09,射手座,,162,0,B89(G) W57 H89,日本 东京都,模特、Coser,写真、角色扮演
209,菅井美沙,Misa Sugai,,1995-05-01,金牛座,,153,0,B80 W50 H80,日本 广岛县,学生,料理、软体
210,新月さなえ,"新月早苗 , Sanae Niizuki ",,1996-08-08,狮子座,A,151,0,B98(K) W60 H90,日本 东京都,艾薇女优,
211,岡田結実,"冈田结实 , Yui Okada",,2000-04-15,白羊座,B,158,0,B80 W56 H80,日本 大阪府,模特,音乐
212,新田恵海,"新田惠海 , Emi Nitta",,1985-12-10,射手座,B,153,0,,日本 长野县长野市,声优、歌手、演员,咖啡厅、卡拉OK、献血、恐龙
213,佐々野愛美,"佐佐野愛美 , Ami Sasano",,1998-01-18,魔羯座,O,154,0,B88(F) W59 H92,日本 东京都,写真偶像,角色扮演、运动、动画、漫画、游戏
214,椿原愛,"椿原爱 , AI Tsubakihara",,1992-05-26,双子座,B,163,0,B83(F) W58 H84,日本 富山县,演员、模特,料理、购物、喝酒、旅行
215,本田麻里絵,"本田麻里绘 , Marie Honda",,1986-12-12,射手座,AB,167,50,,日本 东京都,模特,旅行、韩语、汉语、英语
216,浅美結花,"浅美结花 , Yuka Asami ",,1993-01-05,魔羯座,O,160,0,B110(H) W61 H88,日本 神奈川县,艾薇女优,吹奏乐、料理
217,早瀬みる,Miho Hayase,,1994-12-24,魔羯座,AB,163,0,,日本 爱知县名古屋市,Coser,角色扮演
218,岸谷優里枝,"岸谷优里枝 , Niyurie Kishita",,1985-02-21,双鱼座,O,155,0,B92(F) W57 H90,日本 东京都,模特,占卜、心理学
219,後藤田えみ,"后藤田惠美 , Emi Gotoda",,1996-06-18,双子座,,162,0,B115(K) W69 H92,日本 东京都,写真偶像,游戏、电影、游泳
220,武田あやな,Ayana Takeda,,1995-04-07,白羊座,B,158,0,B78 W58 H80,日本 东京都,模特,音乐、绘画
221,ひばり乃愛 ,"云雀乃爱 , Hibari Noa",,1996-12-13,射手座,O,154,0,B86 W59 H85,日本 群马县,艾薇女优,购物、读书、辩论
222,後藤萌咲,"后藤萌咲 , Moe Goto",,2001-05-20,金牛座,O,162,0,,日本 爱知县,偶像、歌手,唱歌、舞蹈
223,小川あん,"小川杏 , Ann Ogawa",,1998-03-29,白羊座,O,160,0,B74 W58 H84,日本 东京都,演员,读书、看电影、足球、烤肉
224,飛鳥りん,"飞鸟铃 , Rin Asuka ", 嶋本りん ,1997-01-08,魔羯座,,150,0,B86(E) W54 H85,日本 京都府,写真偶像,料理、动画、研究地图
225,青木珠菜,Jiyuna Aoki,,1999-06-25,巨蟹座,A,169,0,B85 W62 H87,日本 神奈川县,演员、偶像,算盘、绘画、钢琴
226,水澤りこ,"水泽莉子 , Riko Mizusawa",,1996-12-27,魔羯座,,157,0,B90(F) W60 H90,日本 东京都,艾薇女优,料理、体操
227,今泉佑唯,Yui Imaizumi,,1998-09-30,天秤座,O,154,0,,日本 神奈川县,偶像,钢琴、长笛、呼啦圈
228,森乃美紅,"榊原美紅 , Miku Sakakibara",,1995-04-26,金牛座,AB,167,0,B80 W57 H84,日本 东京都,时装模特、演员,古典芭蕾、钢琴、珠算、点心
229,結菜えま,"结菜绘麻 , Ema Yuina",,1994-06-03,双子座,,166,0,B88(F) W59 H89,日本 秋田县,艾薇女优,料理
230,小林由依,Yui Kobayashi,,1999-10-23,天秤座,A,163,0,,日本 崎玉县,偶像,乐器
231,潮崎ミア,Mia Shiozaki ,,1995-10-21,天秤座,,162,0,B89(E) W59 H87,日本 东京都,艾薇女优,
232,長沢裕,"长泽裕 , Yuu Nagasawa",,1993-11-23,射手座,A,160,50,,日本 福岛县,自由播音员、演员,田间作业
233,彩奈つばさ,"彩奈翼 , Tsubasa Ayana ",,1994-08-29,处女座,O,163,0,B84(D) W59 H86,日本 宫城县,艾薇女优,DIY、购物
234,小正裕佳子,Yukako Komasa,,1983-05-17,金牛座,A,163,0,,日本 兵库县宝塚市,播音员、主持人,篮球
235,吉田里深,Satomi Yoshida,,1979-08-05,狮子座,B,163,0,B86(E) W60 H86,日本 东京都,写真偶像,读书
236,久保田紗友,"久保田纱友 , Sayu Kubota",,2000-01-18,魔羯座,B,157,43,B79(B) W57 H80,日本 北海道札幌市,演员,DVD、音乐、舞蹈、料理
237,渡辺梨加,"渡边梨加 , Rika Watanabe",,1995-05-16,金牛座,,165,0,,日本 茨城县,偶像,钢琴、购物
238,椎木里佳,Rika Shiiki,,1997-11-21,天蝎座,A,152,43,B82(B) W57 H85,日本 东京都千代田区,学生、实业家,购物、读书
239,楢葉桃菜,"ももな , Momona", モモナ ,1994-05-17,金牛座,AB,161,0,B87 W56 H85,日本 东京都,模特、演员,古典芭蕾、hip-hop舞、钢琴
240,谷まりあ,Maria Tani,,1995-07-28,狮子座,B,160,0,B83 W60 H80,日本 东京都,演员、 模特,音乐、排球
241,水稀みり,"水稀美里 , Miri Mizuki",,1996-05-06,金牛座,,155,0,B83(C) W53 H88,日本 京都府,艾薇女优,卡拉OK
242,山賀琴子,"山贺琴子 , Kotoko Yamaga",,1995-01-23,水瓶座,A,160,0,,日本 北海道旭川市,学生、模特,电影、跑步、跳水、旅行
243,原田徳子,Noriko Harada, のりのり ,1970-01-08,魔羯座,O,164,0,B86 W59 H87,日本 石川县七尾市,歌手,羽毛球、马拉松
244,小池彩夢,"彩梦 , Ayu",,1995-02-13,水瓶座,A,56,0,,日本 三重县,演员,看书、韩语、书道、遛狗、独轮车
245,星優姫,"星优姬 , Yuuki Xchuu",,1994-06-04,双子座,O,151,0,B83 W59 H84,日本 大阪府,偶像,人间观察、垒球
246,大塚みつき,Mitsuki Otsuka,,1992-11-25,射手座,A,157,0,B80 W57 H85,日本 大阪府,写真偶像,艺术、水彩画
247,泉美桜,"泉美樱 , Sakura Izumi",,1993-03-23,白羊座,O,161,0,B87 W63 H89,日本 山梨县,偶像,
248,生田佳那,Takana Iku, いくたん ,1991-12-18,射手座,B,150,0,B81 W60 H80,日本 长野县松本市,演员、模特、司机,自行车、运动
249,舞希セナ,"舞希Sena , Sena Maiki",,1987-05-02,金牛座,A,162,0,B90(G) W58 H88,日本 静冈县,写真偶像,滑雪、高尔夫、岩盘浴
250,渡辺舞,"渡边舞 , Mai Watanabe",,1989-01-25,水瓶座,O,170,0,B84 W58 H83,日本 埼玉县鸿巢市,演员,电影、锻炼
251,秋月心音,Kokone Akizuki,,1995-09-16,处女座,O,156,0,B83(D) W60 H88,日本 千叶县,艾薇女优,购物、料理、电影
252,園都,"园都 , Miyako Sono",,1992-11-05,天蝎座,B,155,0,B89 W64 H88,日本 德岛县,写真偶像,温泉、料理、遛狗
253,窪田美沙,Misa Kubota,,1994-03-25,白羊座,A,154,0,B76 W60 H81,日本 京都府,歌手,钢琴
254,永井理子,Michiko Nagai,,1997-12-21,射手座,A,157,0,,日本 爱知县,学生、模特,研究服装、宠物
255,白石真琴,Makoto Shiraishi,,1998-11-20,天蝎座,,163,0,B92(G) W60 H88,,艾薇女优,
256,金田彩奈,Ayana Kaneda,,1989-12-20,射手座,O,166,0,B79(E70) W58 H80,日本 宫城县,演员、模特,做点心，散步
257,渡邉幸愛,"渡边幸爱 , Yukie Watanabe",,1998-03-17,双鱼座,A,158,0,,日本 宫城县,偶像、歌手,看电影
258,神里真優,"神里真优 , Mayu kamisato",,1997-11-05,天蝎座,B,149,0,,日本 冲绳县,学生、模特,音乐、糕点
259,雪白かん菜,"雪白柑菜 , Kanna Yukishiro",,1995-11-01,天蝎座,,163,0,B87(D) W58 H88,日本 崎玉县,艾薇女优,网购
260,夏目芽依,Mei Natsume,,1991-03-30,白羊座,O,160,0,B95(G) W59 H95,日本 新潟县,写真偶像,美食、点心、卡拉OK、遛狗、电影
261,松下美織,"松下美织 , Miori Matsushita",,1995-08-06,狮子座,B,168,0,B90(F) W68 H90,日本 东京都,艾薇女优,购物、按摩
262,水沢りお,"水泽里绪 , 水沢りお",,1997-11-29,射手座,AB,150,0,B90 W60 H85,日本 东京都,写真偶像,乳酪
263,高山まりこ,"高山麻里子 , Mariko Takayama",,0000-00-00,,B,163,0,B80 W60 H83,日本 千叶县,写真偶像,收集人偶、养花
264,高田秋,Shu Takada,,1991-09-23,天秤座,A,166,0,B78 W58 H80,日本 北海道函馆市,时装模特,艺术鉴赏、独奏独唱
265,吉田沙世,Sayobaby,,1990-02-08,水瓶座,A,160,0,B73 W55 H78,日本 爱知县名古屋市,模特,
266,藤澤やよい,"藤泽弥生 , Yayoi Fujisawa",,1989-07-06,巨蟹座,A,151,0,B82 W58 H84,日本 神奈川县,写真偶像,半身浴、长笛、钢琴、动画
267,鈴原みりあ,"铃原美里亚 , Miria Suzuhara ",,1996-04-08,白羊座,,147,0,B90(G) W60 H90,日本 东京都,艾薇女优,
268,RaMu,RaMu,,1997-07-31,狮子座,A,148,0,B90(F) W58 H80,日本 崎玉县,偶像,
269,萩野梨奈,Rina Hagino,,1991-10-03,天秤座,B,160,0,B92 W59 H87,日本 北海道,写真偶像,油画、日本舞踊
270,新城真奈美,Manami Shinjyou,,1992-12-27,魔羯座,O,165,0,B85 W59 H86,日本 东京都涉谷区,写真偶像,飞镖、旅行、购物
271,戸咲七海,"户咲七海 , Nanami Tosaki",,1993-03-10,双鱼座,B,156,0,B100 W60 H87,日本 东京都,写真偶像,动画、游戏、cosplay、迪斯尼
272,花園みゆか,"花园美由夏 , Miyuka Hanazono",,1996-12-12,射手座,,150,0,B85 W58 H84,日本 东京都,艾薇女优,
273,椎名里奈,Rina Shiina,,1995-02-24,双鱼座,A,163,0,,日本 东京都,写真偶像,
274,高畑充希,Takahata Mitsuki,,1991-12-14,射手座,AB,158,46,B80 W60 H85,日本 大阪府大阪市,演员、歌手,读书、美食、舞台剧
275,羽咲みはる,"羽咲美晴 , Miharu Usa ", 西永嶺花 ,1992-03-03,双鱼座,A,151,0,B86(F) W60 H83,日本 广岛县,艾薇女优,音乐
276,平手友梨奈,Yurina Hirate,,2001-06-25,巨蟹座,O,165,0,,日本 爱知县,偶像,听歌、跳舞、侧手翻、篮球
277,高田千尋,"高田千寻 , Chihiro Takada",,1985-04-16,白羊座,AB,162,0,B88 W63 H82,日本 青森县青森市,搞笑艺人,软式野球、羽毛球、五人制足球
278,宮澤エマ,Emma Miyazawa,,1988-11-23,射手座,O,156,0,B84 W56 H85,日本 东京都文京区,舞台剧演员,钢琴、听音乐
279,紗々原ゆり,"纱纱原百合 , Yuri Sasahara",,1992-08-15,狮子座,,160,0,B86(D) W59 H82,日本 东京都,艾薇女优,篮球、绘画
280,田邊ゆな,"田边由奈 , Yuna Tanabe",,1992-02-14,水瓶座,A,163,0,B87 W60 H92,日本 新潟县,写真偶像,户外、甜点
281,今宮いずみ,"今宫泉 , Izumi Imamiya ",,1996-12-22,魔羯座,A,155,0,B86(E) W57 H88,日本 富山县,艾薇女优,剑道三段
282,橋本ありな,"桥本有菜 , Arina Hashimoto",,1996-12-15,射手座,A,166,0,B83(C) W56 H83,日本 东京都,艾薇女优,遛狗
283,涼海みさ,"凉海美沙 , Misa Suzumi",,1997-02-01,水瓶座,B,151,0,,日本 宫崎县,艾薇女优,裁缝、做衣服
284,富野伊織,"富野伊织 , Iori Tomino ",,1983-11-30,射手座,,161,0,B90(F) W60 H88,日本 东京都,艾薇女优,
285,成田麗,"成田丽 , Rei Narita",,1986-10-30,天蝎座,,160,0,B94(G) W60 H87,日本 东京都,艾薇女优,
286,舞島あかり,"舞岛明里 , Akari Maishima",,1995-05-20,金牛座,,163,0,B85(D) W58 H85,日本 兵库县,艾薇女优,做糕点、岩盘浴
287,松尾友加里,Yukari Matsuo,,1992-08-07,狮子座,B,164,0,,日本 广岛县,演员、模特,运动、迪斯尼、料理
288,中村推菜,Oshina Nakamura,,1988-11-19,天蝎座,,175,0,B95(G) W61 H91,日本 东京都,艾薇女优,运动、瑜伽
289,福田もか,"福田摩卡 , Moka Hukuda",,1994-04-30,金牛座,O,154,0,,日本 兵库县神户市,Coser、模特,摄影、卡拉OK
290,石原ゆうか,"石原优香 , Yuuka Ishihara",,1995-11-30,射手座,,165,0,B88(F) W63 H92,日本 东京都,艾薇女优,
291,加藤紗里,"加藤纱里 , Sari Kato",,1990-06-19,双子座,O,163,0,B88(G) W56 H81,日本 广岛县,时装模特、演员,角色扮演
292,市川まさみ,"市川雅美 , Masami Ichikawa",,1991-07-10,巨蟹座,,162,0,B81(C) W61 H91,日本 东京都,艾薇女优,音乐、美容、游泳
293,福森つかさ,Tsukasa Fukumori,,1995-09-06,处女座,A,154,0,B85 W57 H83,日本 大阪府,写真偶像,钓鱼、购物、滑雪
294,和泉里沙,Risa Izumi,,1988-03-31,白羊座,,166,0,B88(F) W60 H88,日本 东京都,运动员、体操选手,
295,ゆいかまな ,"由花爱菜 , Mana Yuika",,0000-00-00,,,0,0,B84(C) W58 H82,日本 东京都,艾薇女优,游戏
296,西野希,Nishino Nozomi,,1997-03-21,白羊座,A,150,0,B83(C) W57 H85,日本 千叶县,艾薇女优,购物、体育、书道8段
297,斎藤夏美,"夏美 , Natsumi",,1989-07-25,狮子座,B,167,0,B82 W58 H86,日本 大阪府,模特,旅行、冲浪、钓鱼、英语、体育
298,綾瀬みおり,"绫濑美织 , Miori Ayase ", 橘みおり ,1991-11-06,天蝎座,A,156,0,B86(D) W56 H87,日本 东京都,艾薇女优,卡拉OK、足球
299,逢坂南,Minami Aisaka,,1994-10-26,天蝎座,AB,156,0,B88(G) W59 H85,日本 千叶县,写真偶像,唱歌、化妆
300,緒奈もえ,"绪奈萌 , Moe Ona ",,0000-00-00,,,0,0,,,艾薇女优,
307,倉橋のぞみ,"仓桥望, Nozomi Kurahashi","吉沢 あゆみ, yumi Yoshizawa",1975-05-12,金牛座,,0,0, ,日本 东京都,写真偶像,NA
